brand,item_name,rating,comments,all_price ($),shipping_cost (+$) ,shipping from,sold_quantity (+),view_quantity,notice,image_url
Samsung,Samsung Galaxy S21 5G 128GB 256GB - Unlocked Verizon T-Mobile AT&T Cricket Metro,334,Open Box,194.95 to 269.95,22.33,from United States,259,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S21+ Plus 5G G996U 128GB (Fully Unlocked) Smartphone,103,Pre-Owned,219.99,29.88,from United States,30,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Google,Google Pixel 4a - G025J - 128GB - Just Black - (Unlocked) - C stock,1,Pre-Owned,74.99,27.13,from United States,22,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Google,Google Pixel 6a GX7AS - 128GB - Black - (Unlocked) -Very Good,56,Excellent - Refurbished,209.99,29.69,from United States,255,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Google,Google Pixel 4 - G020I - 64GB - All Colors - (Unlocked) Good,83,Good - Refurbished,89.99,27.41,from United States,16,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 13 mini - (Unlocked) - 128GB - 256GB - 512GB - Good,6,Good - Refurbished,469.00 to 569.00,34.62,from United States,683,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone X A1901 - 64GB | 256GB - GSM Unlocked AT&T T-Mobile Metro Cricket,2,Open Box,209.95 to 259.95,22.43,from United States,153,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 11 - 64GB - Black (AT&T) Grade B+!,334,Pre-Owned,199.99,29.5,from United States,121,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Google,Google Pixel 5A 5G - G1F8F - 128GB - Black - (Unlocked) - Good,5,Good - Refurbished,139.99,28.36,from United States,110,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 6s Plus 64GB GSM Unlocked AT&T T-Mobile Very Good Condition,104,Pre-Owned,71.00 to 145.00,28.46,from United States,105,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S21+ Plus 5G SM-G996 Factory Unlocked - Very Good,47,Very Good - Refurbished,249.99,30.45,from United States,518,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy A14 A145P 64GB GSM Factory Unlocked International Version (NEW),3,Brand New,131.99,28.21,from United States,227,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Xiaomi,Xiaomi Redmi Note 12 Turbo Redmi Harry Potter Edition,137,Brand New,628,25,from United States,"1,244",None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone SE (2020) 2nd Gen 64GB 128GB 256GB Unlocked All Colours - Very Good,6,Very Good - Refurbished,142.73 to 224.11,44.06,from United Kingdom,984,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
NEW,NEW UNLOCKED SAMSUNG GALAXY S21 5G SM-G991U ALL COLORS AND MEMORY GSM+CDMA,6,Brand New,314.78 to 428.88,31.69,from United States,57,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 12 Pro Max - 128GB - All Colors (Unlocked) - Very Good Condition,20,Very Good - Refurbished,633.59,37.74,from United States,157,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
CAT,CAT S62 128GB - Black - (T-Mobile Unlocked ) - Smartphone - Very Good,22,Excellent - Refurbished,94.99,27.51,from United States,281,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
LG,"LG Q7+ Plus, Blue, 64 GB (T-Mobile/Metro & Unlocked GSM) Good**",4,Pre-Owned,52.9,26.71,from United States,28,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 13 Pro Max - 128GB - Graphite (Unlocked) FAULTY,42,Parts Only,375.6,22.53,from Germany,31,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,"Samsung Galaxy Note10, 256GB, Unlocked, LCD DOT",17,Good - Refurbished,149.99 to 154.99,28.55,from United States,20,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S20 FE 5G SM-G781U - Cloud Navy (T-Mobile & Unlocked) 8.5/10 **,25,Pre-Owned,159.85,28.74,from United States,220,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone XR - 64GB 128GB 256GB - All Colors - Good Condition,1,Good - Refurbished,191.00 to 260.00,29.79,from United States,463,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy A03/A04/A13/A23/A22/A53 5G 128GB DualSIM Mobile Phone Cheapest UK,15,Brand New,93.89 to 302.97,44.47,from United Kingdom,68,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy A54 5G A546E 128GB 8GB RAM GSM Unlocked Global Version NEW,7,Brand New,339.95,32.16,from United States,"1,424",None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
NEW!,"NEW! Google Pixel 6a 5G - 128GB Unlocked All Carriers (Charcoal, Sage, or Chalk)",47,Open Box,279.98 to 289.98,79.9,from United States,325,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Red,Red coke Cola Pepsi mini Plastic mobile phone Unlocked Dialer Dual Sim Xmas Gift,45,Brand New,22.99,1,from China,75,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 12 Pro Max 128GB 256GB 512GB Unlocked All Colours - Excellent,2,Excellent - Refurbished,605.97 to 681.09,58.18,from United Kingdom,12,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Google,Google Pixel 6 - 6 Pro - 128/256 GB - Unlocked/T-Mobile/AT&T/Verizon - Good,5,Pre-Owned,199.98 to 291.19,29.88,from United States,72,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
NEW,"NEW LISTINGSamsung Galaxy S21 Plus, 5G, 128GB, Phantom Violent, Unlocked Brand New",90,Brand New,250.4,59.21,from United Kingdom,25,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 8 Plus A1864 (Fully Unlocked) 64GB Silver (Excellent),104,Excellent - Refurbished,180,29.12,from United States,22,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S20 5G G981U - Unlocked - 128GB - Very Good - Cosmic Gray,25,Very Good - Refurbished,198,29.47,from United States,53,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,"Samsung Galaxy S20 Ultra 128GB 6.9"" SM-G988U BLACK GRAY (Unlocked) Open Box",97,Open Box,315,31.69,from United States,43,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S9 PLUS G965U GSM Factory Unlocked 64GB Smartphone- Image Burn,14,Pre-Owned,87.99,27.38,from United States,22,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 11 128GB Unlocked Smartphone - Good,1,Pre-Owned,214.00 to 389.00,29.77,from United States,88,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 12 Pro Max - 128GB - 256GB - Fully Unlocked Excellent Condition,36,Open Box,694.99 to 729.99,39.57,from United States,114,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Google,Google Pixel 5 5G 128GB Full Unlocked Verizon T-Mobile AT&T Excellent In-Box,5,Open Box,199.95,29.5,from United States,18,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S8 - SM-G950U - 64GB (GSM Unlocked) C Heavy Burn/Heavy Scratches,4,Pre-Owned,59.99,26.84,from United States,78,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy Note 20 5G N981U 128GB Gray (Factory Unlocked) - C GRADE,22,Pre-Owned,185,29.22,from United States,86,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone XR - 64GB - All Colors - Fully Unlocked - Very Good Condition,2,Very Good - Refurbished,252.99,30.51,from United States,60,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,"Apple iPhone 11 Pro Unlocked, 64GB/256GB/512GB, All Colours - Good",1,Good - Refurbished,331.77 to 651.03,59.56,from United Kingdom,446,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Great,Great Samsung Galaxy S22 SM-S901U 128GB Unlocked - Black + More,142,Pre-Owned,289.99,31.21,from United States,80,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
LG,LG V35 ThinQ - 64GB (6GB RAM) - 16MP - Aurora Black (Unlocked) - Smartphone,21,Open Box,72.95,45.43,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 11 Pro Max - 256GB - Gray (Unlocked) (Read Description) BE1140,22,Pre-Owned,370,24.9,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
New,New Sealed Samsung Galaxy A14 Smartphone 5G Unlocked 128GB Dual Sim All Colours,82,Brand New,212.78,46.19,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 11 - 64GB All Colors - Unlocked - A2111 (CDMA + GSM),174,Excellent - Refurbished,299.99,31.4,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy A53 5G 128GB LTE Black SM-A536 Unlocked | T-Mobile | AT&T,2,Pre-Owned,139.99 to 229.99,28.36,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone XS MAX - 256GB - Factory Unlocked - Very Good Condition,85,Pre-Owned,319.99,31.78,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
NEW,NEW Samsung Galaxy S22 5G SM-S901U1 128GB/256GB FACTORY UNLOCKED ❖SEALED❖,26,Brand New,460.00 to 567.99,36.5,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone XR 64GB 128GB 256GB AT&T Sprint T-Mobile Unlocked Verizon Fair,None,Pre-Owned,189.99 to 219.99,29.31,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy A51 SM-A515U - 128GB - Black - ( Factory Unlocked) - Good,None,Good - Refurbished,105,27.7,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
BLU,BLU C5L Max (C0170WW) 16GB / 32GB (GSM Unlocked) Dual SIM Android Smartphone,None,Pre-Owned,29.99 to 35.99,26.27,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
BLU,BLU J9L (Unlocked) 32GB/2GB — J0092WW — Dual Sim 4G LTE GSM Android Cell Phone,None,Brand New,67,26.98,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 12 mini - (Unlocked) - 128GB - 256GB - Acceptable,None,Pre-Owned,319,31.77,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Unlocked,"Unlocked Motorola moto Edge XT2063-2 6.7"" OLED 256GB 5G Solar Black 7/10 **",None,Pre-Owned,149.7,28.55,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 11 Pro Max A2161 Unlocked - Aftermarket / Non-Genuine Display Sale,None,Pre-Owned,299.00 to 399.00,31.39,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 13 256GB A2482 5G Factory Unlocked AT&T T-Mobile Verizon Brand New,None,Brand New,699.99,39,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
APPLE,APPLE IPHONE 13 PRO MAX 5G UNLOCKED AT&T VERIZON T-MOBILE 128GB 256GB 512GB 1TB,None,Open Box,799.99 to 899.99,40.9,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone XR - 64GB - All Colors - Fully Unlocked (CDMA+GSM) - Good Condition,None,Good - Refurbished,207.89,29.65,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
BRAND,BRAND NEW Samsung Galaxy S10 S10e S10 + Plus 128GB Unlocked smartphone BRAND NEW,None,Brand New,250.39 to 338.03,47.34,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Google,Google Pixel 4a 5G - G025E - 128GB - Just Black - (Unlocked) - C stock,None,Pre-Owned,84.99,27.32,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy A32 5G 64GB 6.5in LTE Black SM-A326 (Unlocked | T-Mobile | AT&T),None,Pre-Owned,99.99 to 129.99,28.17,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 14 Pro 128GB/256GB A2650 Factory Unlocked Smartphone Open Box,None,Open Box,"889.99 to 1,189.99",42.61,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 12 Pro Max 256GB A2342 - OPEN MENU - READ DESCRIPTION,None,Pre-Owned,210,39.68,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy A14 Dual Sim 4G Unlocked 128GB Android Smartphone All Colours,None,Brand New,162.73,44.66,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Nokia,Nokia 3310,None,Open Box,26,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
New,New Samsung Galaxy A14 64GB 4G Dual Sim Mobile Phone Android Unlocked UK Seller.,None,Brand New,143.97,44.1,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone SE 2020 - 64GB - All Colors - Fully Unlocked - Excellent Condition,None,Open Box,149.99,28.55,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S21 | S21+ Plus 5G 128GB - (Unlocked) Verizon T-Mobile AT&T,None,Open Box,234.95 to 349.95,22.33,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Motorola,Motorola RAZR V3 Unlocked Flip Bluetooth GSM 850 /900 /1800 /1900 Mobile Phone,None,Pre-Owned,32,26.31,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Sansung,Sansung S23+Ultra 5G face recognition 12+512G Type-C smartphone wholesale,None,Brand New,248,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S10e SM-G970U - 128GB - All Colors - (Unlocked) - C Stock,None,Pre-Owned,99.99,27.6,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy Note 20 5G 128GB Verizon GSM Unlocked T-Mobile AT&T Metro Cricket,None,Open Box,214.95 to 244.95,22.52,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Fully,Fully Working Apple iphone 2g 1st generation unlocked 4GB 8GB 16GB Rare IOS 1.0,None,Pre-Owned,98.00 to 389.00,6.99,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
TCL,TCL Revvl V+ Plus 5G - 64GB - Black - (T-Mobile Unlocked) - Good,None,Very Good - Refurbished,77.99,27.19,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy A54 5G (A546E) 256GB GSM Unlocked International Version (New),None,Brand New,360.99,32.56,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 8 - 64GB - All Colors - AT&T - Very Good Condition,None,Very Good - Refurbished,108.89,27.77,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 11 - 128GB - All Colors - Fully Unlocked - Very Good Condition,None,Very Good - Refurbished,346.49,32.29,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone X 64GB 256GB A1865 GSM CDMA Unlocked iPhone X Very Good,None,Pre-Owned,199.98 to 219.98,29.5,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S22 SM-S901U - 128GB - All Colors - (T-Mobile Locked) - Good,None,Good - Refurbished,259.99,30.64,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Xiaomi,Xiaomi Redmi 10C 64GB 4G LTE GSM Unlocked Global Version New,None,Brand New,109.95,27.79,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 8 - 64GB 128GB 256GB - All Colors - Good Condition,None,Good - Refurbished,119,27.97,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Unlocked,"Unlocked OnePlus Nord N20 5G CPH2459 6.43"" FHD+128GB 64MP WiFi NFC NEW SEALED",None,Brand New,191.99,29.35,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S20 5G G981U Unlocked 128GB Good,None,Good - Refurbished,179,29.11,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Apple,Apple iPhone 14 128GB Midnight Black For AT&T Or Cricket Wireless,None,Open Box,599.99,37.1,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
2023,2023 Factory Unlocked Android Cheap Cell Phone Smartphone Dual SIM USA Quad Core,None,Brand New,68.84,27.01,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Factory,Factory Unlocked Samsung Galaxy Z Flip3 5G SM-F711U 128GB Cream - C GRADE,None,Pre-Owned,235,30.17,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
For,For Samsung Galaxy S22 S23 S21 Plus S22 Ultra Case Shockproof Heavy Duty Cover,None,Brand New,9.49 to 11.39,18.06,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Google,Google Pixel 6 - GB7N6 - 128GB - Stormy Black - (Unlocked) - Very Good,None,Very Good - Refurbished,204.99,29.6,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
MaxWest,MaxWest Astro 55R - 16GB - (GSM Unlocked) Dual SIM Android Smartphone,None,Pre-Owned,29.99 to 32.99,26.27,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
NEW,NEW SEALED CAT S22 UNLOCKED 4G LTE GSM ANDROID SMART FLIP PHONE T-MOBILE AT&T,None,Brand New,74.99,27.13,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S20+ - 128GB - Black (Unlocked) (Read Description) CB1006,None,Pre-Owned,81,27.24,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
OnePlus,"OnePlus Nord N200 5G 6.5"" FHD+, 64GB, Blue, Metro by T-Mobile Prepaid - SEALED",None,Brand New,74.15,27.11,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Original,Original Nokia Lumia 1020 4G Wifi 32GB 41MP Dual Core Windows Phone -New Sealed,None,Brand New,82.99,7,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Tecno,"Tecno POVA 4 (8 GB RAM,128GB Storage) 50 MP Rear Camera 6000 mAh",None,Brand New,199,9,from India,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy Note 10 N970U 256GB Factory Unlocked Smartphone - Used,None,Pre-Owned,208,29.66,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
OnePlus,OnePlus 9 5G LE2115 Unlocked Smartphone 8GB RAM+128G. Astral Black & Winter Mist,None,Brand New,299.99,31.4,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy S20 ULTRA 5G 128GB | 512GB Smartphone - VERY GOOD,None,Very Good - Refurbished,243,30.32,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
Samsung,Samsung Galaxy Note 20 5G N981U 128GB Bronze (Factory Unlocked) - C GRADE,None,Pre-Owned,175,29.03,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/BI4AAOSwo5Rij4S0/s-l300.webp
